affy_U133Plus2
Genbank Acc	GO
AK024395	
AK001080	
AK024395	
AA705845	
AL137605	
AL137361	
AK027205	
AK026402	
AK024613	
AF131805	
AK021767	
AA608889	
AI138237	
AB040947	
AI394679	
AK022852	
BE561798	
AK000392	
AU152240	
AK026751	
AL139008	GO:0001525(angiogenesis) GO:0001725(stress fiber) GO:0004859(phospholipase inhibitor activity) GO:0005509(calcium ion binding) GO:0005515(protein binding) GO:0005544(calcium-dependent phospholipid binding) GO:0005624(membrane fraction) GO:0005737(cytoplasm) GO:0005769(early endosome) GO:0007049(cell cycle) GO:0007165(signal transduction) GO:0008092(cytoskeletal protein binding) GO:0019834(phospholipase A2 inhibitor activity) GO:0030054(cell junction) GO:0030199(collagen fibril organization) GO:0042127(regulation of cell proliferation) GO:0042383(sarcolemma) GO:0042730(fibrinolysis) GO:0050482(arachidonic acid secretion)
AL117437	
AA460408	
AK024341	
AF113675	
Z97055	
AW269959	
AK025151	
AB051459	
AF143882	
AF131757	
AF222857	
AI650260	
AK022050	
AK021486	
AU145679	
AU146417	
AU145587	
AI208607	
AU147096	
AU148260	
AU156209	GO:0004518(nuclease activity) GO:0004527(exonuclease activity) GO:0005622(intracellular) GO:0005634(nucleus) GO:0005739(mitochondrion) GO:0006139(nucleobase, nucleoside, nucleotide and nucleic acid metabolism) GO:0008408(3'-5' exonuclease activity) GO:0009117(nucleotide metabolism) GO:0016787(hydrolase activity) GO:0030145(manganese ion binding) EC 3
AU145361	
AU157698	
AK022413	
BE253715	
AL117475	
AL050072	
AL137456	
AL137456	
AL162077	
AF113679	
AK022191	
AK021939	
AK024580	
AK025156	
AK025359	
AK026286	
AK027196	
AJ406946	
AL117516	
AV730887	
BC005052	
AL110130	
AF339828	
AU146915	
AK026430	
AK026430	
AJ406948	
AF124366	
AK001513	
AL390183	
AL512748	
AK024084	
AK027238	
AL138875	GO:0001700(embryonic development (sensu Insecta)) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
AK026914	
AL512748	
AF113697	
AC007292	GO:0005515(protein binding) GO:0005737(cytoplasm) GO:0007269(neurotransmitter secretion) GO:0042171(lysophosphatidic acid acyltransferase activity) GO:0048488(synaptic vesicle endocytosis) GO:0050803(regulation of synapse structure and function)
AK000903	
AF131835	
AL162084	
AK022964	
AL359939	
AI810121	
AK022413	
AF339802	
BG540685	
AF339811	
AL109928	
AL109928	
BE156526	
AK026073	
AK001834	
AF339788	
AF143876	
AA868267	GO:0005515(protein binding) GO:0005622(intracellular) GO:0005856(cytoskeleton) GO:0005874(microtubule) GO:0005875(microtubule associated complex) GO:0007026(negative regulation of microtubule depolymerization) GO:0007275(development) GO:0008017(microtubule binding) GO:0008270(zinc ion binding) GO:0030154(cell differentiation) GO:0046872(metal ion binding)
AF339769	
AK002041	
AK002041	
BC000825	
AK026286	
AL122103	
AF339831	
BC001335	
AL442094	
AY007145	
BC002741	
AJ406933	
AU156801	
AK026738	
AK027178	
AK026699	
AB051500	
AC011473	GO:0004252(serine-type endopeptidase activity) GO:0004263(chymotrypsin activity) GO:0004293(tissue kallikrein activity) GO:0004295(trypsin activity) GO:0004872(receptor activity) GO:0005057(receptor signaling protein activity) GO:0005515(protein binding) GO:0005529(sugar binding) GO:0005576(extracellular region) GO:0005615(extracellular space) GO:0006508(proteolysis) GO:0007155(cell adhesion) GO:0008083(growth factor activity) GO:0008233(peptidase activity) GO:0008270(zinc ion binding) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016787(hydrolase activity) GO:0046872(metal ion binding) GO:0048029(monosaccharide binding) EC 3 EC 3.4.21 EC 3.4.21.1 EC 3.4.21.35 EC 3.4.21.4
AK025847	
AK026816	
AK026743	
AK025359	
AK024928	
AK025957	
AU148207	
AB051527	
AK025010	
AK025156	
AA772874	
AK025173	
AK025291	
AK024580	
AK024599	
AK024236	
AK022022	
AK025107	
AK024800	
AK024236	
H79303	
AF052168	
AK022803	
AK022165	
AL137602	
AK022181	
AL137290	
AK022803	
AK022165	
AK024098	
AK021528	
AL121754	
AK000782	
AK021521	
AF113679	
AF124368	
AL137290	
AK000677	
AL080208	
AL157472	
AU148213	
AK021739	
AL078591	
AL049251	
AL137445	
AL137552	
AW271225	
AK000141	
AF137396	
AK023548	
AL050072	
AL049289	
AF113017	
AL109817	
AK000114	
AF317676	
AW668616	
AL049289	
AW953521	
AA723761	
AJ249976	GO:0004679(AMP-activated protein kinase activity) GO:0005634(nucleus) GO:0006633(fatty acid biosynthesis) GO:0006950(response to stress) GO:0008610(lipid biosynthesis) GO:0016301(kinase activity)
AW139915	
AL109865	GO:0000278(mitotic cell cycle) GO:0003677(DNA binding) GO:0003682(chromatin binding) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0008270(zinc ion binding) GO:0009948(anterior/posterior axis specification) GO:0010003(gastrulation (sensu Mammalia)) GO:0016604(nuclear body) GO:0046872(metal ion binding)
AC002044	GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005634(nucleus) GO:0005739(mitochondrion) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0008270(zinc ion binding) GO:0043565(sequence-specific DNA binding) GO:0045449(regulation of transcription) GO:0046872(metal ion binding)
AC002044	GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005634(nucleus) GO:0005739(mitochondrion) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0008270(zinc ion binding) GO:0043565(sequence-specific DNA binding) GO:0045449(regulation of transcription) GO:0046872(metal ion binding)
AL117417	
AC007228	GO:0000004(biological process unknown) GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0005554(molecular function unknown) GO:0005622(intracellular) GO:0005634(nucleus) GO:0006355(regulation of transcription, DNA-dependent) GO:0008372(cellular component unknown)
AU150869	
AU146919	
AK026906	
AK026437	
AK023587	
AL359560	
AU158436	
AL122090	
BE463539	
AK023773	
AK021973	
AU148706	
AK022136	
AK023548	
AU147115	
AU156625	
AK023033	
AU147754	
AU147421	
AK023304	
AU147360	
AK022137	
AW626574	
AK022046	
AI003806	
AI003806	
AU147133	
AU145254	
AK026386	
AB037733	
AU145070	
AL096817	
AK021679	
AU146755	
AK001151	
AK024355	GO:0004365(glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) activity) GO:0005737(cytoplasm) GO:0005739(mitochondrion) GO:0006006(glucose metabolism) GO:0006096(glycolysis) GO:0008943(glyceraldehyde-3-phosphate dehydrogenase activity) GO:0016491(oxidoreductase activity) GO:0051287(NAD binding) EC 1 EC 1.2.1.12
AU146515	
AU145390	
AU145160	
AL133658	
AK002066	
AI200857	
AU146746	
AU144136	
AA805082	
AK022747	
AB033102	
AL136595	
AI026706	
AU144090	
AK000935	
AU144623	
AK022046	
AK022435	
AF113017	
AK026753	
BE645855	
AK026900	
AK025909	
AL133614	
AW668617	
AK022266	
AK023499	
AK023499	
AK026195	
H99386	
AW736788	
AB033102	
AK025081	
AU158444	
AK026734	
AK024072	
AK026761	
AL079335	
AK023635	
AI246052	
AK021824	
AW136901	
AK025045	
AK023635	
AK025277	
AU147678	
AK021982	
Y10776	
AK021878	
AK026749	
AK000586	
AF134726	GO:0000074(regulation of progression through cell cycle) GO:0000166(nucleotide binding) GO:0000381(regulation of alternative nuclear mRNA splicing, via spliceosome) GO:0000398(nuclear mRNA splicing, via spliceosome) GO:0003723(RNA binding) GO:0003773(heat shock protein activity) GO:0004308(exo-alpha-sialidase activity) GO:0004812(aminoacyl-tRNA ligase activity) GO:0004832(valine-tRNA ligase activity) GO:0005515(protein binding) GO:0005524(ATP binding) GO:0005554(molecular function unknown) GO:0005634(nucleus) GO:0005681(spliceosome complex) GO:0005688(snRNP U6) GO:0005730(nucleolus) GO:0005732(small nucleolar ribonucleoprotein complex) GO:0005739(mitochondrion) GO:0005764(lysosome) GO:0005783(endoplasmic reticulum) GO:0005788(endoplasmic reticulum lumen) GO:0005829(cytosol) GO:0005975(carbohydrate metabolism) GO:0006364(rRNA processing) GO:0006402(mRNA catabolism) GO:0006412(protein biosynthesis) GO:0006418(tRNA aminoacylation for protein translation) GO:0006438(valyl-tRNA aminoacylation) GO:0006457(protein folding) GO:0006950(response to stress) GO:0006983(ER overload response) GO:0006986(response to unfolded protein) GO:0009408(response to heat) GO:0009615(response to virus) GO:0016787(hydrolase activity) GO:0016798(hydrolase activity, acting on glycosyl bonds) GO:0016874(ligase activity) GO:0030532(small nuclear ribonucleoprotein complex) GO:0031965(nuclear membrane) GO:0042623(ATPase activity, coupled) GO:0043022(ribosome binding) GO:0046540(U4/U6 x U5 tri-snRNP complex) GO:0051082(unfolded protein binding) GO:0051084(posttranslational protein folding) GO:0051085(chaperone cofactor dependent protein folding) EC 3 EC 3.2 EC 3.2.1.18 EC 6 EC 6.1.1.9
AK023776	
AF090925	
AC007743	
AW256031	
AC035150	GO:0003676(nucleic acid binding) GO:0005622(intracellular) GO:0006355(regulation of transcription, DNA-dependent)
AK023014	
AL035460	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0004180(carboxypeptidase activity) GO:0004182(carboxypeptidase A activity) GO:0005488(binding) GO:0005515(protein binding) GO:0005615(extracellular space) GO:0005634(nucleus) GO:0005743(mitochondrial inner membrane) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006508(proteolysis) GO:0006810(transport) GO:0007155(cell adhesion) GO:0007275(development) GO:0008233(peptidase activity) GO:0008237(metallopeptidase activity) GO:0008270(zinc ion binding) GO:0016787(hydrolase activity) GO:0045941(positive regulation of transcription) GO:0046872(metal ion binding) EC 3 EC 3.4.17.1
AJ299441	GO:0000004(biological process unknown) GO:0003855(3-dehydroquinate dehydratase activity) GO:0005554(molecular function unknown) GO:0009073(aromatic amino acid family biosynthesis) EC 4.2.1.10
AK025631	GO:0000287(magnesium ion binding) GO:0003677(DNA binding) GO:0003887(DNA-directed DNA polymerase activity) GO:0005634(nucleus) GO:0006260(DNA replication) GO:0006281(DNA repair) GO:0006290(pyrimidine dimer repair) GO:0006301(postreplication repair) GO:0006974(response to DNA damage stimulus) GO:0016451(nu DNA polymerase activity) GO:0016740(transferase activity) GO:0016779(nucleotidyltransferase activity) GO:0046872(metal ion binding) EC 2 EC 2.7.7 EC 2.7.7.7
AL117552	
AC037199	
AK021878	
AU149960	
AK002049	
AU144918	
AC010072	GO:0001584(rhodopsin-like receptor activity) GO:0004871(signal transducer activity) GO:0004872(receptor activity) GO:0004930(G-protein coupled receptor activity) GO:0004996(thyroid-stimulating hormone receptor activity) GO:0005615(extracellular space) GO:0005886(plasma membrane) GO:0007165(signal transduction) GO:0007186(G-protein coupled receptor protein signaling pathway) GO:0007189(G-protein signaling, adenylate cyclase activating pathway) GO:0008344(adult locomotory behavior) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016500(protein-hormone receptor activity) GO:0040012(regulation of locomotion) GO:0040018(positive regulation of body size)
AI143970	
AK022112	
AL049975	
AU147589	
BG537579	
AK000865	
AK001836	
AK000119	
AL117415	
AL050097	
AB033039	
T75499	
AK023014	
AL122121	
AK025264	
AF143888	
AK000677	
AK000777	
BE536170	
AL137389	
AL161961	
AK022871	GO:0004871(signal transducer activity) GO:0006954(inflammatory response) GO:0006955(immune response)
AK022831	
AK021473	
AL512747	
AC002398	
AL359626	
AL033377	
AK023899	
AL035694	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0007275(development) GO:0007569(cell aging) GO:0016481(negative regulation of transcription) GO:0016564(transcriptional repressor activity) GO:0030879(mammary gland development) GO:0048754(branching morphogenesis of a tube)
AL162010	
AF007192	
AC004528	
AB040963	
T08756	
AC005578	GO:0000004(biological process unknown) GO:0004896(hematopoietin/interferon-class (D200-domain) cytokine receptor activity) GO:0005125(cytokine activity) GO:0005515(protein binding) GO:0005554(molecular function unknown) GO:0005615(extracellular space) GO:0008372(cellular component unknown) GO:0016020(membrane) GO:0045523(interleukin-27 receptor binding)
AF109907	GO:0001568(blood vessel development) GO:0001708(cell fate specification) GO:0001764(neuron migration) GO:0004175(endopeptidase activity) GO:0005515(protein binding) GO:0005622(intracellular) GO:0005624(membrane fraction) GO:0005634(nucleus) GO:0005737(cytoplasm) GO:0005769(early endosome) GO:0005783(endoplasmic reticulum) GO:0005794(Golgi apparatus) GO:0005795(Golgi stack) GO:0006874(calcium ion homeostasis) GO:0006915(apoptosis) GO:0007219(Notch signaling pathway) GO:0007220(Notch receptor processing) GO:0007242(intracellular signaling cascade) GO:0007275(development) GO:0007399(nervous system development) GO:0007405(neuroblast proliferation) GO:0007409(axonogenesis) GO:0007507(heart development) GO:0007613(memory) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0019897(extrinsic to plasma membrane) GO:0030326(embryonic limb morphogenesis) GO:0030424(axon) GO:0030425(dendrite) GO:0030900(forebrain development) GO:0031410(cytoplasmic vesicle) GO:0035253(ciliary rootlet) GO:0042640(anagen) GO:0042987(amyloid precursor protein catabolism) GO:0043025(cell soma) GO:0043065(positive regulation of apoptosis) GO:0045177(apical part of cell) GO:0045860(positive regulation of protein kinase activity) GO:0051563(smooth endoplasmic reticulum calcium ion homeostasis) GO:0051604(protein maturation) GO:0051605(proteolysis during protein maturation)
AF064845	
AL117545	
AK024296	
U46120	
AL109783	
AF110003	
AK022655	
AF143878	
AL139826	
AL110189	
R81445	
AK022112	
AL080077	
AL157430	
AK023315	
AK021525	
AI673291	
AK022478	
AB020632	
AB040919	
AK023297	
AI924786	
BF213501	
AK022078	
AK022078	
AI791128	
AF143327	
AK002113	
N46349	
AF131853	
AK021981	
AB037733	
AJ271736	GO:0005484(SNAP receptor activity) GO:0005485(v-SNARE activity) GO:0005886(plasma membrane) GO:0006886(intracellular protein transport)
AI732189	
AK021981	
AL109791	
AA768028	
AF279773	
AK026704	
AK024883	
AK024883	
AK026328	
AL117522	
AK022801	
AF111169	
AL133568	
AF308300	
AU147118	
AK021547	
AL512690	
U47671	
U47671	
AI160292	GO:0000146(microfilament motor activity) GO:0000910(cytokinesis) GO:0001778(plasma membrane repair) GO:0003774(motor activity) GO:0005200(structural constituent of cytoskeleton) GO:0005524(ATP binding) GO:0005794(Golgi apparatus) GO:0005826(contractile ring) GO:0005856(cytoskeleton) GO:0005859(muscle myosin) GO:0005863(striated muscle thick filament) GO:0006941(striated muscle contraction) GO:0007010(cytoskeleton organization and biogenesis) GO:0007067(mitosis) GO:0008092(cytoskeletal protein binding) GO:0008307(structural constituent of muscle) GO:0016459(myosin) GO:0030239(myofibril assembly) GO:0042623(ATPase activity, coupled)
AK000873	
AK022266	
AB033053	
AF110003	
AL110135	
AK001782	
AA969211	
AL117426	
AF143330	
W26606	
AU145544	
AU146107	
AI214830	
Z73497	
AL110135	
U47671	
AK025924	
AL117586	
AL096677	GO:0000004(biological process unknown) GO:0000122(negative regulation of transcription from RNA polymerase II promoter) GO:0001658(ureteric bud branching) GO:0005215(transporter activity) GO:0005478(intracellular transporter activity) GO:0005488(binding) GO:0005515(protein binding) GO:0005622(intracellular) GO:0005634(nucleus) GO:0005643(nuclear pore) GO:0005783(endoplasmic reticulum) GO:0005794(Golgi apparatus) GO:0006397(mRNA processing) GO:0006405(RNA export from nucleus) GO:0006406(mRNA export from nucleus) GO:0006611(protein export from nucleus) GO:0006810(transport) GO:0006886(intracellular protein transport) GO:0006888(ER to Golgi vesicle-mediated transport) GO:0007420(brain development) GO:0008270(zinc ion binding) GO:0008372(cellular component unknown) GO:0008536(Ran GTPase binding) GO:0015031(protein transport) GO:0019905(syntaxin binding) GO:0030182(neuron differentiation) GO:0045176(apical protein localization) GO:0046872(metal ion binding)
D87016	
AB032979	
AK021414	GO:0000166(nucleotide binding) GO:0000226(microtubule cytoskeleton organization and biogenesis) GO:0003924(GTPase activity) GO:0005198(structural molecule activity) GO:0005200(structural constituent of cytoskeleton) GO:0005525(GTP binding) GO:0005737(cytoplasm) GO:0005739(mitochondrion) GO:0005874(microtubule) GO:0005929(cilium) GO:0006886(intracellular protein transport) GO:0006928(cell motility) GO:0007010(cytoskeleton organization and biogenesis) GO:0007017(microtubule-based process) GO:0007018(microtubule-based movement) GO:0007059(chromosome segregation) GO:0007067(mitosis) GO:0007409(axonogenesis) GO:0007411(axon guidance) GO:0007507(heart development) GO:0009409(response to cold) GO:0009416(response to light stimulus) GO:0015630(microtubule cytoskeleton) GO:0015631(tubulin binding) GO:0016203(muscle attachment) GO:0030467(establishment and/or maintenance of cell polarity (sensu Fungi)) GO:0030537(larval behavior) GO:0043005(neuron projection) GO:0043234(protein complex) GO:0045298(tubulin) GO:0046785(microtubule polymerization) GO:0051227(mitotic spindle assembly) GO:0051258(protein polymerization)
AF064845	
AA812733	
AK023580	
AL137296	
AA758732	
AB051559	
AL137560	
AI927458	
X06828	
AK021739	
AF188204	
AL049650	GO:0000004(biological process unknown) GO:0003677(DNA binding) GO:0003723(RNA binding) GO:0005515(protein binding) GO:0005554(molecular function unknown) GO:0005634(nucleus) GO:0005681(spliceosome complex) GO:0005732(small nucleolar ribonucleoprotein complex) GO:0005737(cytoplasm) GO:0006355(regulation of transcription, DNA-dependent) GO:0006397(mRNA processing) GO:0008372(cellular component unknown) GO:0030529(ribonucleoprotein complex)
AL133091	
AV706485	
AK026111	
AL031224	
Z82214	GO:0000004(biological process unknown) GO:0005615(extracellular space) GO:0019897(extrinsic to plasma membrane) GO:0042802(identical protein binding)
AL355722	
AK022948	
AF131830	
AK026891	
AF007192	
AF131830	
AF090944	
AL050329	
BC004382	
AL163303	
AL137393	
AJ271091	
AL137744	
AL118506	GO:0000381(regulation of alternative nuclear mRNA splicing, via spliceosome) GO:0000398(nuclear mRNA splicing, via spliceosome) GO:0005554(molecular function unknown) GO:0005634(nucleus) GO:0005682(snRNP U5) GO:0005684(major (U2-dependent) spliceosome) GO:0030532(small nuclear ribonucleoprotein complex) GO:0031202(RNA splicing factor activity, transesterification mechanism)
AL133115	
AL035397	
AK022692	
AA401470	
AI476463	
AK000105	
AK023839	
AL133564	
AK001057	
AB007966	
AE000659	
AK000865	
AU146468	
AL137712	
AK025311	
AL137678	
AF070619	
AL049975	
AK024984	
AF222857	
AF141343	
AL117383	
R72937	
AK024984	
AI184130	
AW270499	
AF152529	GO:0005509(calcium ion binding) GO:0005515(protein binding) GO:0005624(membrane fraction)
AF090925	
AL034550	
AF119847	
T71269	
AL137510	
AK022050	
AK025037	
AK026499	
AK021824	
AU155524	
AU150825	
AK026269	
AF264628	
AK021982	
AK026261	
BF513872	
AK024617	
AK024127	
AB046852	
AF217970	
AK025272	
AK026199	
AK021700	
AI383439	
AK026759	
AL096677	GO:0000004(biological process unknown) GO:0000122(negative regulation of transcription from RNA polymerase II promoter) GO:0001658(ureteric bud branching) GO:0005215(transporter activity) GO:0005478(intracellular transporter activity) GO:0005488(binding) GO:0005515(protein binding) GO:0005622(intracellular) GO:0005634(nucleus) GO:0005643(nuclear pore) GO:0005783(endoplasmic reticulum) GO:0005794(Golgi apparatus) GO:0006397(mRNA processing) GO:0006405(RNA export from nucleus) GO:0006406(mRNA export from nucleus) GO:0006611(protein export from nucleus) GO:0006810(transport) GO:0006886(intracellular protein transport) GO:0006888(ER to Golgi vesicle-mediated transport) GO:0007420(brain development) GO:0008270(zinc ion binding) GO:0008372(cellular component unknown) GO:0008536(Ran GTPase binding) GO:0015031(protein transport) GO:0019905(syntaxin binding) GO:0030182(neuron differentiation) GO:0045176(apical protein localization) GO:0046872(metal ion binding)
AK021700	
AF264623	
AU156345	
AU147174	
AK026824	
AK022462	
AK022462	
AB007966	
AK024900	
AU144825	
AL117622	
AK001076	
AC006942	GO:0005198(structural molecule activity) GO:0005488(binding) GO:0005795(Golgi stack) GO:0005886(plasma membrane) GO:0005905(coated pit) GO:0006461(protein complex assembly) GO:0006810(transport) GO:0006886(intracellular protein transport) GO:0006897(endocytosis) GO:0006901(vesicle coating) GO:0007269(neurotransmitter secretion) GO:0008021(synaptic vesicle) GO:0008289(lipid binding) GO:0008356(asymmetric cell division) GO:0015031(protein transport) GO:0016183(synaptic vesicle coating) GO:0016192(vesicle-mediated transport) GO:0030117(membrane coat) GO:0030122(AP-2 adaptor complex) GO:0030130(clathrin coat of trans-Golgi network vesicle) GO:0030135(coated vesicle) GO:0030141(secretory granule) GO:0048489(synaptic vesicle transport)
AU146311	
AK001151	
AU147969	
AU147993	
AU144395	
AU155494	
AU157457	
AK021574	
AU145367	
AU147035	
AU146263	
AK022136	
AU146742	
AU146017	
AU147064	
AU147104	
AL139377	
AU145449	
AK022343	
AU147125	
AU147538	
AK024242	
AU155030	
AF255923	
AL134215	
AU149220	
AU155112	
AU158657	
AF032109	
AK021973	
AU156746	
AU155887	
AU156760	
AU144172	
AU145191	
AU145431	
AU144618	
BC001973	
AL121780	GO:0005737(cytoplasm) GO:0016788(hydrolase activity, acting on ester bonds) GO:0019478(D-amino acid catabolism) EC 3.1
AF264628	
BE259137	
AK023065	
AK026716	
AL049327	
AK022191	
AF032109	
AF032109	
AI742624	
H72752	
AK000141	
AL157462	
AL117475	
AK000493	
AL157462	
AL137318	
AK000802	
AL137318	
AL157458	
AK023382	
AF090945	
AL137456	
AL359621	
AF090948	
AK021831	
AK021528	
AF113689	
AK021652	
AK023632	
AK022022	
AK023382	
AK023382	
AK023369	
AK024295	
AK025053	
AK026466	
AK024689	
AK027170	
BF348583	
AK024295	
AK025238	
AK024187	
AK023839	
AK024629	
AK024585	
AK024662	
AK026738	
AK024928	
AK026905	
AK025190	
AK025173	
AK025182	
AK025324	
AK025763	
AK026294	
AK026293	
AV755101	
AK026202	GO:0001584(rhodopsin-like receptor activity) GO:0001785(prostaglandin J receptor activity) GO:0004871(signal transducer activity) GO:0004872(receptor activity) GO:0004930(G-protein coupled receptor activity) GO:0004955(prostaglandin receptor activity) GO:0004956(prostaglandin D receptor activity) GO:0004960(thromboxane receptor activity) GO:0007165(signal transduction) GO:0007186(G-protein coupled receptor protein signaling pathway) GO:0016020(membrane) GO:0016021(integral to membrane)
AK026293	
AK027097	
AK000942	
AJ242956	GO:0000074(regulation of progression through cell cycle) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005622(intracellular) GO:0005634(nucleus) GO:0006355(regulation of transcription, DNA-dependent) GO:0008284(positive regulation of cell proliferation) GO:0030324(lung development) GO:0030528(transcription regulator activity) GO:0045449(regulation of transcription) GO:0048754(branching morphogenesis of a tube) GO:0050875(cellular physiological process)
AK000176	
AK027155	
AK026853	
AL157436	
AK025054	
AK027195	
AK024877	
AK026789	
AK027174	
AK026853	
AK026731	
AK026967	
AK026792	
AK026722	
AK025148	
AK026823	
AK026401	
AK026407	
AK026725	
AK026452	
AK024918	
AK026440	
AK026487	
AK025218	
AK025597	
AK026079	
AK025030	
AK025451	
AK026052	
AK025286	
AK025286	
AK025167	
AK025670	
AK025202	
AK025297	
AK025317	
AK024924	
AK025017	
AK025252	
AK025148	
AK025051	
AK025089	
AK025051	
AK025055	
AK025002	
AK025089	
AK025061	
AK024935	
AL359574	
AK024998	
AK024536	
AK024968	
AK024999	
AK024994	
AL137541	
U85977	
AF147788	
AK024819	
AK024558	
AK024567	
AK024523	
AF098666	
AK024577	
AK024577	
AK024736	
AL353946	
AL137611	
AL137611	
AK024583	
AK025321	
AL049930	
AL390185	
AL157423	
AL359584	
AL359584	
AL162055	
AL162055	
AL157463	
AL157463	
AL157467	
AK000417	
AL157423	
AK000853	
AJ242956	GO:0000074(regulation of progression through cell cycle) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005622(intracellular) GO:0005634(nucleus) GO:0006355(regulation of transcription, DNA-dependent) GO:0008284(positive regulation of cell proliferation) GO:0030324(lung development) GO:0030528(transcription regulator activity) GO:0045449(regulation of transcription) GO:0048754(branching morphogenesis of a tube) GO:0050875(cellular physiological process)
AJ224081	
AL122039	
AF284337	
AL137468	
AL137331	
AK000795	
AL122039	
AL137313	
AK000792	
AK000115	
AJ001863	
AF211968	
AL050063	
AL117529	
AK000182	
AK000019	
AL117486	
AK000063	
AL117529	
AL117488	
AL117488	
AL050116	
AL050124	
AL110230	
AL110230	
AL117453	
D30715	
AL137798	
AL050200	
AL110165	
AF188179	GO:0003924(GTPase activity) GO:0004871(signal transducer activity) GO:0005834(heterotrimeric G-protein complex) GO:0007165(signal transduction) GO:0007186(G-protein coupled receptor protein signaling pathway) GO:0008283(cell proliferation) GO:0016020(membrane)
AL021366	
AF211968	
AJ001863	
AL137390	
X68994	
BC000676	
AL389979	GO:0005215(transporter activity) GO:0005328(neurotransmitter:sodium symporter activity) GO:0005886(plasma membrane) GO:0005887(integral to plasma membrane) GO:0006810(transport) GO:0006836(neurotransmitter transport) GO:0015293(symporter activity) GO:0016020(membrane) GO:0016021(integral to membrane)
AK022800	
X16660	
AL390164	
AK000116	
AL139109	GO:0000074(regulation of progression through cell cycle) GO:0001738(morphogenesis of a polarized epithelium) GO:0002009(morphogenesis of an epithelium) GO:0004385(guanylate kinase activity) GO:0005154(epidermal growth factor receptor binding) GO:0005198(structural molecule activity) GO:0005200(structural constituent of cytoskeleton) GO:0005515(protein binding) GO:0005624(membrane fraction) GO:0005737(cytoplasm) GO:0005856(cytoskeleton) GO:0005886(plasma membrane) GO:0005918(septate junction) GO:0005938(cell cortex) GO:0006605(protein targeting) GO:0007010(cytoskeleton organization and biogenesis) GO:0007268(synaptic transmission) GO:0007391(dorsal closure) GO:0007399(nervous system development) GO:0007417(central nervous system development) GO:0007422(peripheral nervous system development) GO:0008104(protein localization) GO:0008105(asymmetric protein localization) GO:0008283(cell proliferation) GO:0008285(negative regulation of cell proliferation) GO:0016020(membrane) GO:0016188(synaptic vesicle maturation) GO:0016323(basolateral plasma membrane) GO:0016327(apicolateral plasma membrane) GO:0016332(establishment and/or maintenance of polarity of embryonic epithelium) GO:0016333(morphogenesis of follicular epithelium) GO:0016334(establishment and/or maintenance of polarity of follicular epithelium) GO:0016335(morphogenesis of larval imaginal disc epithelium) GO:0016336(establishment and/or maintenance of polarity of larval imaginal disc epithelium) GO:0019717(synaptosome) GO:0019991(septate junction assembly) GO:0030182(neuron differentiation) GO:0030710(regulation of border follicle cell delamination) GO:0031234(extrinsic to internal side of plasma membrane) GO:0042127(regulation of cell proliferation) GO:0045167(asymmetric protein localization during cell fate commitment) GO:0045175(basal protein localization) GO:0045179(apical cortex) GO:0045186(zonula adherens assembly) GO:0045196(establishment and/or maintenance of neuroblast polarity) GO:0045197(establishment and/or maintenance of epithelial cell polarity) GO:0045202(synapse) GO:0045211(postsynaptic membrane) GO:0048169(regulation of long-term neuronal synaptic plasticity) EC 2.7.4.8
AL359941	
AJ242956	GO:0000074(regulation of progression through cell cycle) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005622(intracellular) GO:0005634(nucleus) GO:0006355(regulation of transcription, DNA-dependent) GO:0008284(positive regulation of cell proliferation) GO:0030324(lung development) GO:0030528(transcription regulator activity) GO:0045449(regulation of transcription) GO:0048754(branching morphogenesis of a tube) GO:0050875(cellular physiological process)
AK027054	
AF226995	GO:0000004(biological process unknown) GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0005554(molecular function unknown) GO:0005622(intracellular) GO:0005634(nucleus) GO:0006355(regulation of transcription, DNA-dependent) GO:0008372(cellular component unknown)
