affy_Mouse430_2
Genbank Acc	GO
NM_022329	
NM_010887	GO:0003954(NADH dehydrogenase activity) GO:0005739(mitochondrion) GO:0005747(respiratory chain complex I (sensu Eukaryota)) GO:0006118(electron transport) GO:0008137(NADH dehydrogenase (ubiquinone) activity) GO:0016491(oxidoreductase activity) GO:0016651(oxidoreductase activity, acting on NADH or NADPH) EC 1 EC 1.6 EC 1.6.5.3 EC 1.6.99.3
NM_133687	
NM_008880	
BC026142	GO:0000166(nucleotide binding) GO:0000904(cellular morphogenesis during differentiation) GO:0000910(cytokinesis) GO:0001725(stress fiber) GO:0001736(establishment of planar polarity) GO:0001764(neuron migration) GO:0001778(plasma membrane repair) GO:0003774(motor activity) GO:0003779(actin binding) GO:0005200(structural constituent of cytoskeleton) GO:0005515(protein binding) GO:0005516(calmodulin binding) GO:0005524(ATP binding) GO:0005737(cytoplasm) GO:0005856(cytoskeleton) GO:0005859(muscle myosin) GO:0005863(striated muscle thick filament) GO:0005913(cell-cell adherens junction) GO:0006887(exocytosis) GO:0006930(substrate-bound cell migration, cell extension) GO:0006936(muscle contraction) GO:0006939(smooth muscle contraction) GO:0006941(striated muscle contraction) GO:0007010(cytoskeleton organization and biogenesis) GO:0007067(mitosis) GO:0007297(follicle cell migration (sensu Insecta)) GO:0007391(dorsal closure) GO:0007395(dorsal closure, spreading of leading edge cells) GO:0007435(salivary gland morphogenesis) GO:0007443(Malpighian tubule morphogenesis) GO:0008092(cytoskeletal protein binding) GO:0008213(protein amino acid alkylation) GO:0008258(head involution) GO:0008360(regulation of cell shape) GO:0009653(morphogenesis) GO:0016203(muscle attachment) GO:0016337(cell-cell adhesion) GO:0016459(myosin) GO:0016461(unconventional myosin) GO:0016787(hydrolase activity) GO:0030018(Z disc) GO:0030239(myofibril assembly) GO:0035072(ecdysone-mediated induction of salivary gland cell autophagic cell death) GO:0042623(ATPase activity, coupled) GO:0045179(apical cortex) GO:0045200(establishment of neuroblast polarity) GO:0045214(sarcomere organization) GO:0046663(dorsal closure, leading edge cell differentiation) EC 3
BC020117	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0003887(DNA-directed DNA polymerase activity) GO:0005622(intracellular) GO:0005634(nucleus) GO:0005667(transcription factor complex) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0016740(transferase activity) GO:0016779(nucleotidyltransferase activity) GO:0043565(sequence-specific DNA binding) GO:0045893(positive regulation of transcription, DNA-dependent) EC 2 EC 2.7.7 EC 2.7.7.7
NM_009789	GO:0005499(vitamin D binding) GO:0005509(calcium ion binding) GO:0016323(basolateral plasma membrane) GO:0016324(apical plasma membrane)
BM238259	
AF369980	
NM_025623	
BC011313	
NM_026510	
AV088109	
NM_025556	
NM_008165	GO:0004872(receptor activity) GO:0004970(ionotropic glutamate receptor activity) GO:0005215(transporter activity) GO:0005216(ion channel activity) GO:0005234(glutamate-gated ion channel activity) GO:0005267(potassium channel activity) GO:0005515(protein binding) GO:0005624(membrane fraction) GO:0006810(transport) GO:0006811(ion transport) GO:0006813(potassium ion transport) GO:0007268(synaptic transmission) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0045211(postsynaptic membrane)
NM_016771	GO:0000103(sulfate assimilation) GO:0004062(aryl sulfotransferase activity) GO:0005737(cytoplasm) GO:0005829(cytosol) GO:0006629(lipid metabolism) GO:0006790(sulfur metabolism) GO:0008146(sulfotransferase activity) GO:0008202(steroid metabolism) GO:0016740(transferase activity) GO:0017067(tyrosine-ester sulfotransferase activity) EC 2 EC 2.8.2 EC 2.8.2.1 EC 2.8.2.9
BB418548	
NM_031192	GO:0002003(angiotensin maturation) GO:0002016(renin-angiotensin regulation of body fluid levels) GO:0004190(aspartic-type endopeptidase activity) GO:0004194(pepsin A activity) GO:0004195(renin activity) GO:0005615(extracellular space) GO:0006508(proteolysis) GO:0008065(establishment of blood-nerve barrier) GO:0008233(peptidase activity) GO:0009755(hormone-mediated signaling) GO:0016787(hydrolase activity) GO:0042756(drinking behavior) GO:0048469(cell maturation) EC 3 EC 3.4.23 EC 3.4.23.1 EC 3.4.23.15
NM_018783	GO:0001503(ossification) GO:0003676(nucleic acid binding) GO:0005578(extracellular matrix (sensu Metazoa)) GO:0005622(intracellular) GO:0005634(nucleus) GO:0005737(cytoplasm)
BC003778	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005667(transcription factor complex) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006357(regulation of transcription from RNA polymerase II promoter) GO:0030154(cell differentiation)
NM_019867	GO:0050875(cellular physiological process)
NM_139063	
AB035701	GO:0005179(hormone activity) GO:0005576(extracellular region) GO:0005615(extracellular space) GO:0005737(cytoplasm) GO:0016608(growth hormone-releasing hormone activity) GO:0050791(regulation of physiological process)
NM_013773	
NM_011177	GO:0004252(serine-type endopeptidase activity) GO:0004293(tissue kallikrein activity) GO:0005057(receptor signaling protein activity) GO:0006508(proteolysis) GO:0008083(growth factor activity) GO:0008233(peptidase activity) GO:0008270(zinc ion binding) GO:0016787(hydrolase activity) GO:0046872(metal ion binding) EC 3 EC 3.4.21 EC 3.4.21.35
NM_025496	
NM_015769	
NM_134068	
NM_010062	GO:0004518(nuclease activity) GO:0004519(endonuclease activity) GO:0004531(deoxyribonuclease II activity) GO:0005615(extracellular space) GO:0005764(lysosome) GO:0006259(DNA metabolism) GO:0006308(DNA catabolism) GO:0006915(apoptosis) GO:0007275(development) GO:0016787(hydrolase activity) GO:0030218(erythrocyte differentiation) EC 3 EC 3.1.22.1
BB728073	
BB728073	
AI255256	
AI255256	
BC018383	GO:0005198(structural molecule activity) GO:0005515(protein binding) GO:0005882(intermediate filament) GO:0030424(axon)
BC018383	GO:0005198(structural molecule activity) GO:0005515(protein binding) GO:0005882(intermediate filament) GO:0030424(axon)
BC010809	GO:0006914(autophagy) GO:0016236(macroautophagy)
BG916549	
NM_019932	
NM_009073	
AB013464	GO:0001726(ruffle) GO:0005085(guanyl-nucleotide exchange factor activity) GO:0005515(protein binding) GO:0005547(phosphatidylinositol-3,4,5-triphosphate binding) GO:0005737(cytoplasm) GO:0005886(plasma membrane) GO:0045785(positive regulation of cell adhesion)
NM_080420	GO:0004601(peroxidase activity) GO:0005506(iron ion binding) GO:0005509(calcium ion binding) GO:0005615(extracellular space) GO:0005764(lysosome) GO:0006979(response to oxidative stress) GO:0016491(oxidoreductase activity) GO:0042744(hydrogen peroxide catabolism) GO:0046872(metal ion binding) EC 1 EC 1.11.1.7
AV226526	
NM_138601	
AV221988	
NM_013750	
NM_016800	GO:0005515(protein binding) GO:0005794(Golgi apparatus) GO:0006810(transport) GO:0006886(intracellular protein transport) GO:0015031(protein transport) GO:0016020(membrane) GO:0016021(integral to membrane)
NM_023331	
NM_030696	
NM_013463	
NM_009770	
NM_011657	GO:0008081(phosphoric diester hydrolase activity) EC 3.1.4
NM_011579	GO:0005525(GTP binding) GO:0008372(cellular component unknown)
NM_011020	GO:0000166(nucleotide binding) GO:0005515(protein binding) GO:0005524(ATP binding) GO:0006457(protein folding) GO:0006986(response to unfolded protein) GO:0009408(response to heat) GO:0051085(chaperone cofactor dependent protein folding)
BB732135	GO:0005215(transporter activity) GO:0005279(amino acid-polyamine transporter activity) GO:0005886(plasma membrane) GO:0006810(transport) GO:0006811(ion transport) GO:0006813(potassium ion transport) GO:0006814(sodium ion transport) GO:0006821(chloride transport) GO:0006865(amino acid transport) GO:0007268(synaptic transmission) GO:0015293(symporter activity) GO:0015377(cation:chloride symporter activity) GO:0015379(potassium:chloride symporter activity) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0030955(potassium ion binding)
BC027164	
BC003433	
NM_030717	
NM_020509	GO:0005179(hormone activity) GO:0005576(extracellular region) GO:0005615(extracellular space)
NM_011775	GO:0004872(receptor activity) GO:0005515(protein binding) GO:0005578(extracellular matrix (sensu Metazoa)) GO:0005615(extracellular space) GO:0007338(fertilization (sensu Metazoa)) GO:0007339(binding of sperm to zona pellucida) GO:0016020(membrane) GO:0016021(integral to membrane)
AA920031	
NM_011072	GO:0001843(neural tube closure) GO:0003779(actin binding) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005737(cytoplasm) GO:0005856(cytoskeleton) GO:0006357(regulation of transcription from RNA polymerase II promoter) GO:0007010(cytoskeleton organization and biogenesis) GO:0008064(regulation of actin polymerization and/or depolymerization) GO:0015629(actin cytoskeleton) GO:0030036(actin cytoskeleton organization and biogenesis) GO:0042989(sequestering of actin monomers)
BG067335	
NM_023564	
NM_026308	
AI413223	
NM_007970	GO:0003677(DNA binding) GO:0003682(chromatin binding) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0016571(histone methylation) GO:0042054(histone methyltransferase activity) GO:0045120(pronucleus) GO:0051154(negative regulation of striated muscle cell differentiation)
U07631	GO:0001501(skeletal development) GO:0001669(acrosome) GO:0004563(beta-N-acetylhexosaminidase activity) GO:0005764(lysosome) GO:0005975(carbohydrate metabolism) GO:0006687(glycosphingolipid metabolism) GO:0006689(ganglioside catabolism) GO:0006874(calcium ion homeostasis) GO:0007040(lysosome organization and biogenesis) GO:0007338(fertilization (sensu Metazoa)) GO:0007341(penetration of zona pellucida) GO:0007605(sensory perception of sound) GO:0007626(locomotory behavior) GO:0007628(adult walking behavior) GO:0008049(male courtship behavior) GO:0008654(phospholipid biosynthesis) GO:0009313(oligosaccharide catabolism) GO:0016020(membrane) GO:0016787(hydrolase activity) GO:0016798(hydrolase activity, acting on glycosyl bonds) GO:0019915(sequestering of lipid) GO:0019953(sexual reproduction) GO:0030203(glycosaminoglycan metabolism) GO:0031323(regulation of cellular metabolism) GO:0042552(myelination) GO:0042803(protein homodimerization activity) GO:0044267(cellular protein metabolism) GO:0046982(protein heterodimerization activity) GO:0048157(oogenesis (sensu Mammalia)) GO:0050884(regulation of posture) GO:0050885(regulation of balance) GO:0050905(neuromuscular physiological process) EC 3 EC 3.2 EC 3.2.1.52
NM_010501	
NM_010508	
AF378088	GO:0000082(G1/S transition of mitotic cell cycle) GO:0000166(nucleotide binding) GO:0000747(conjugation with cellular fusion) GO:0000917(barrier septum formation) GO:0003924(GTPase activity) GO:0005515(protein binding) GO:0005525(GTP binding) GO:0005624(membrane fraction) GO:0005634(nucleus) GO:0005635(nuclear envelope) GO:0005730(nucleolus) GO:0005737(cytoplasm) GO:0005819(spindle) GO:0005829(cytosol) GO:0005856(cytoskeleton) GO:0005886(plasma membrane) GO:0006078(beta-1,6 glucan biosynthesis) GO:0006886(intracellular protein transport) GO:0006897(endocytosis) GO:0006935(chemotaxis) GO:0006972(hyperosmotic response) GO:0007010(cytoskeleton organization and biogenesis) GO:0007015(actin filament organization) GO:0007017(microtubule-based process) GO:0007155(cell adhesion) GO:0007160(cell-matrix adhesion) GO:0007164(establishment of tissue polarity) GO:0007186(G-protein coupled receptor protein signaling pathway) GO:0007229(integrin-mediated signaling pathway) GO:0007254(JNK cascade) GO:0007264(small GTPase mediated signal transduction) GO:0007266(Rho protein signal transduction) GO:0007298(border follicle cell migration (sensu Insecta)) GO:0007391(dorsal closure) GO:0007409(axonogenesis) GO:0007411(axon guidance) GO:0007419(ventral cord development) GO:0007422(peripheral nervous system development) GO:0007424(tracheal system development (sensu Insecta)) GO:0007426(tracheal outgrowth (sensu Insecta)) GO:0007519(striated muscle development) GO:0007520(myoblast fusion) GO:0008283(cell proliferation) GO:0008347(glial cell migration) GO:0008360(regulation of cell shape) GO:0008372(cellular component unknown) GO:0009524(phragmoplast) GO:0009860(pollen tube growth) GO:0015031(protein transport) GO:0016020(membrane) GO:0016023(cytoplasmic membrane-bound vesicle) GO:0016028(rhabdomere) GO:0016335(morphogenesis of larval imaginal disc epithelium) GO:0016358(dendrite development) GO:0016477(cell migration) GO:0016601(Rac protein signal transduction) GO:0019897(extrinsic to plasma membrane) GO:0030027(lamellipodium) GO:0030031(cell projection biogenesis) GO:0030032(lamellipodium biogenesis) GO:0030036(actin cytoskeleton organization and biogenesis) GO:0030154(cell differentiation) GO:0030175(filopodium) GO:0030427(site of polarized growth) GO:0030467(establishment and/or maintenance of cell polarity (sensu Fungi)) GO:0030707(ovarian follicle cell development (sensu Insecta)) GO:0030833(regulation of actin filament polymerization) GO:0030834(regulation of actin filament depolymerization) GO:0030838(positive regulation of actin filament polymerization) GO:0030950(establishment and/or maintenance of actin cytoskeleton polarity) GO:0035099(hemocyte migration (sensu Arthropoda)) GO:0035320(wing hair site selection) GO:0042052(rhabdomere development) GO:0042067(establishment of ommatidial polarity (sensu Endopterygota)) GO:0042995(cell projection) GO:0043149(stress fiber formation) GO:0043524(negative regulation of neuron apoptosis) GO:0043552(positive regulation of phosphoinositide 3-kinase activity) GO:0045216(intercellular junction assembly and maintenance) GO:0045610(regulation of hemocyte differentiation) GO:0046664(dorsal closure, amnioserosa morphology change) GO:0046843(dorsal appendage formation) GO:0046847(filopodium formation) GO:0050770(regulation of axonogenesis) GO:0050773(regulation of dendrite development) GO:0050807(regulation of synapse structure) GO:0051301(cell division)
AF378088	GO:0000082(G1/S transition of mitotic cell cycle) GO:0000166(nucleotide binding) GO:0000747(conjugation with cellular fusion) GO:0000917(barrier septum formation) GO:0003924(GTPase activity) GO:0005515(protein binding) GO:0005525(GTP binding) GO:0005624(membrane fraction) GO:0005634(nucleus) GO:0005635(nuclear envelope) GO:0005730(nucleolus) GO:0005737(cytoplasm) GO:0005819(spindle) GO:0005829(cytosol) GO:0005856(cytoskeleton) GO:0005886(plasma membrane) GO:0006078(beta-1,6 glucan biosynthesis) GO:0006886(intracellular protein transport) GO:0006897(endocytosis) GO:0006935(chemotaxis) GO:0006972(hyperosmotic response) GO:0007010(cytoskeleton organization and biogenesis) GO:0007015(actin filament organization) GO:0007017(microtubule-based process) GO:0007155(cell adhesion) GO:0007160(cell-matrix adhesion) GO:0007164(establishment of tissue polarity) GO:0007186(G-protein coupled receptor protein signaling pathway) GO:0007229(integrin-mediated signaling pathway) GO:0007254(JNK cascade) GO:0007264(small GTPase mediated signal transduction) GO:0007266(Rho protein signal transduction) GO:0007298(border follicle cell migration (sensu Insecta)) GO:0007391(dorsal closure) GO:0007409(axonogenesis) GO:0007411(axon guidance) GO:0007419(ventral cord development) GO:0007422(peripheral nervous system development) GO:0007424(tracheal system development (sensu Insecta)) GO:0007426(tracheal outgrowth (sensu Insecta)) GO:0007519(striated muscle development) GO:0007520(myoblast fusion) GO:0008283(cell proliferation) GO:0008347(glial cell migration) GO:0008360(regulation of cell shape) GO:0008372(cellular component unknown) GO:0009524(phragmoplast) GO:0009860(pollen tube growth) GO:0015031(protein transport) GO:0016020(membrane) GO:0016023(cytoplasmic membrane-bound vesicle) GO:0016028(rhabdomere) GO:0016335(morphogenesis of larval imaginal disc epithelium) GO:0016358(dendrite development) GO:0016477(cell migration) GO:0016601(Rac protein signal transduction) GO:0019897(extrinsic to plasma membrane) GO:0030027(lamellipodium) GO:0030031(cell projection biogenesis) GO:0030032(lamellipodium biogenesis) GO:0030036(actin cytoskeleton organization and biogenesis) GO:0030154(cell differentiation) GO:0030175(filopodium) GO:0030427(site of polarized growth) GO:0030467(establishment and/or maintenance of cell polarity (sensu Fungi)) GO:0030707(ovarian follicle cell development (sensu Insecta)) GO:0030833(regulation of actin filament polymerization) GO:0030834(regulation of actin filament depolymerization) GO:0030838(positive regulation of actin filament polymerization) GO:0030950(establishment and/or maintenance of actin cytoskeleton polarity) GO:0035099(hemocyte migration (sensu Arthropoda)) GO:0035320(wing hair site selection) GO:0042052(rhabdomere development) GO:0042067(establishment of ommatidial polarity (sensu Endopterygota)) GO:0042995(cell projection) GO:0043149(stress fiber formation) GO:0043524(negative regulation of neuron apoptosis) GO:0043552(positive regulation of phosphoinositide 3-kinase activity) GO:0045216(intercellular junction assembly and maintenance) GO:0045610(regulation of hemocyte differentiation) GO:0046664(dorsal closure, amnioserosa morphology change) GO:0046843(dorsal appendage formation) GO:0046847(filopodium formation) GO:0050770(regulation of axonogenesis) GO:0050773(regulation of dendrite development) GO:0050807(regulation of synapse structure) GO:0051301(cell division)
NM_021462	
NM_013681	GO:0003779(actin binding) GO:0007269(neurotransmitter secretion) GO:0008021(synaptic vesicle) GO:0030672(synaptic vesicle membrane) GO:0045202(synapse) GO:0046983(protein dimerization activity)
U65091	GO:0001570(vasculogenesis) GO:0001892(embryonic placenta development) GO:0005634(nucleus) GO:0030528(transcription regulator activity) GO:0045449(regulation of transcription)
NM_019991	
AB013898	GO:0004872(receptor activity) GO:0005515(protein binding) GO:0005578(extracellular matrix (sensu Metazoa)) GO:0005615(extracellular space) GO:0006915(apoptosis) GO:0007165(signal transduction) GO:0042489(negative regulation of odontogenesis (sensu Vertebrata))
BC026555	
NM_026294	GO:0000166(nucleotide binding) GO:0000226(microtubule cytoskeleton organization and biogenesis) GO:0000747(conjugation with cellular fusion) GO:0000902(cellular morphogenesis) GO:0000917(barrier septum formation) GO:0000935(barrier septum) GO:0003924(GTPase activity) GO:0005515(protein binding) GO:0005525(GTP binding) GO:0005624(membrane fraction) GO:0005634(nucleus) GO:0005730(nucleolus) GO:0005737(cytoplasm) GO:0005819(spindle) GO:0005829(cytosol) GO:0005856(cytoskeleton) GO:0005886(plasma membrane) GO:0006078(beta-1,6 glucan biosynthesis) GO:0006629(lipid metabolism) GO:0006897(endocytosis) GO:0006972(hyperosmotic response) GO:0007010(cytoskeleton organization and biogenesis) GO:0007015(actin filament organization) GO:0007017(microtubule-based process) GO:0007047(cell wall organization and biogenesis) GO:0007155(cell adhesion) GO:0007160(cell-matrix adhesion) GO:0007164(establishment of tissue polarity) GO:0007165(signal transduction) GO:0007186(G-protein coupled receptor protein signaling pathway) GO:0007229(integrin-mediated signaling pathway) GO:0007254(JNK cascade) GO:0007264(small GTPase mediated signal transduction) GO:0007266(Rho protein signal transduction) GO:0007298(border follicle cell migration (sensu Insecta)) GO:0007391(dorsal closure) GO:0007409(axonogenesis) GO:0007411(axon guidance) GO:0007419(ventral cord development) GO:0007422(peripheral nervous system development) GO:0007424(tracheal system development (sensu Insecta)) GO:0007426(tracheal outgrowth (sensu Insecta)) GO:0007519(striated muscle development) GO:0007520(myoblast fusion) GO:0008104(protein localization) GO:0008283(cell proliferation) GO:0008347(glial cell migration) GO:0008360(regulation of cell shape) GO:0015031(protein transport) GO:0016020(membrane) GO:0016023(cytoplasmic membrane-bound vesicle) GO:0016028(rhabdomere) GO:0016335(morphogenesis of larval imaginal disc epithelium) GO:0016358(dendrite development) GO:0016477(cell migration) GO:0019897(extrinsic to plasma membrane) GO:0030027(lamellipodium) GO:0030032(lamellipodium biogenesis) GO:0030036(actin cytoskeleton organization and biogenesis) GO:0030154(cell differentiation) GO:0030175(filopodium) GO:0030427(site of polarized growth) GO:0030467(establishment and/or maintenance of cell polarity (sensu Fungi)) GO:0030707(ovarian follicle cell development (sensu Insecta)) GO:0030838(positive regulation of actin filament polymerization) GO:0030950(establishment and/or maintenance of actin cytoskeleton polarity) GO:0030979(alpha-glucan biosynthesis) GO:0030994(primary cell septum catabolism) GO:0031097(medial ring) GO:0035099(hemocyte migration (sensu Arthropoda)) GO:0035320(wing hair site selection) GO:0042052(rhabdomere development) GO:0042067(establishment of ommatidial polarity (sensu Endopterygota)) GO:0042995(cell projection) GO:0043149(stress fiber formation) GO:0043524(negative regulation of neuron apoptosis) GO:0043552(positive regulation of phosphoinositide 3-kinase activity) GO:0045216(intercellular junction assembly and maintenance) GO:0045610(regulation of hemocyte differentiation) GO:0046664(dorsal closure, amnioserosa morphology change) GO:0046843(dorsal appendage formation) GO:0046847(filopodium formation) GO:0050770(regulation of axonogenesis) GO:0050773(regulation of dendrite development) GO:0050807(regulation of synapse structure) GO:0051286(cell tip) GO:0051301(cell division)
AK004847	
AI467599	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005667(transcription factor complex) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0007283(spermatogenesis) GO:0043565(sequence-specific DNA binding) GO:0046983(protein dimerization activity)
NM_008288	GO:0003845(11-beta-hydroxysteroid dehydrogenase activity) GO:0005783(endoplasmic reticulum) GO:0005792(microsome) GO:0006629(lipid metabolism) GO:0008152(metabolism) GO:0008202(steroid metabolism) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016491(oxidoreductase activity) GO:0030324(lung development) EC 1 EC 1.1.1.146
NM_016690	GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0003723(RNA binding) GO:0005634(nucleus) GO:0016071(mRNA metabolism) GO:0030529(ribonucleoprotein complex)
NM_009266	GO:0004756(selenide, water dikinase activity) GO:0005524(ATP binding) GO:0007444(imaginal disc development) GO:0008283(cell proliferation) GO:0016260(selenocysteine biosynthesis) EC 2.7.9.3
NM_011639	
BB836888	GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0005634(nucleus) GO:0006118(electron transport) GO:0006306(DNA methylation) GO:0006349(imprinting) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0007049(cell cycle) GO:0008270(zinc ion binding) GO:0009048(dosage compensation, by inactivation of X chromosome) GO:0009055(electron carrier activity) GO:0020037(heme binding) GO:0045786(negative regulation of progression through cell cycle) GO:0046872(metal ion binding)
BC021631	
NM_025380	
NM_054070	GO:0000004(biological process unknown) GO:0000166(nucleotide binding) GO:0004222(metalloendopeptidase activity) GO:0005524(ATP binding) GO:0005739(mitochondrion) GO:0006508(proteolysis) GO:0008233(peptidase activity) GO:0008237(metallopeptidase activity) GO:0008270(zinc ion binding) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016787(hydrolase activity) GO:0017111(nucleoside-triphosphatase activity) GO:0030163(protein catabolism) GO:0046872(metal ion binding) EC 3 EC 3.4.24 EC 3.6.1.15
NM_025368	
NM_019975	GO:0000287(magnesium ion binding) GO:0003824(catalytic activity) GO:0005777(peroxisome) GO:0006629(lipid metabolism) GO:0016829(lyase activity) GO:0016830(carbon-carbon lyase activity) GO:0030976(thiamin pyrophosphate binding) GO:0046872(metal ion binding) EC 4 EC 4.1
NM_009003	GO:0000160(two-component signal transduction system (phosphorelay)) GO:0000166(nucleotide binding) GO:0003677(DNA binding) GO:0005515(protein binding) GO:0005525(GTP binding) GO:0005768(endosome) GO:0005783(endoplasmic reticulum) GO:0005794(Golgi apparatus) GO:0005795(Golgi stack) GO:0006355(regulation of transcription, DNA-dependent) GO:0006810(transport) GO:0006886(intracellular protein transport) GO:0006888(ER to Golgi vesicle-mediated transport) GO:0007264(small GTPase mediated signal transduction) GO:0008565(protein transporter activity) GO:0015031(protein transport) GO:0016020(membrane) GO:0030100(regulation of endocytosis)
AF316985	
U01222	GO:0000166(nucleotide binding) GO:0003677(DNA binding) GO:0005524(ATP binding) GO:0005622(intracellular) GO:0005634(nucleus) GO:0006260(DNA replication) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0008270(zinc ion binding) GO:0017111(nucleoside-triphosphatase activity) GO:0043234(protein complex) GO:0046872(metal ion binding) EC 3.6.1.15
BC016892	GO:0000122(negative regulation of transcription from RNA polymerase II promoter) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0003707(steroid hormone receptor activity) GO:0004872(receptor activity) GO:0004879(ligand-dependent nuclear receptor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005829(cytosol) GO:0006006(glucose metabolism) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006629(lipid metabolism) GO:0006631(fatty acid metabolism) GO:0006954(inflammatory response) GO:0008270(zinc ion binding) GO:0008544(epidermis development) GO:0016563(transcriptional activator activity) GO:0016564(transcriptional repressor activity) GO:0017053(transcriptional repressor complex) GO:0019217(regulation of fatty acid metabolism) GO:0030855(epithelial cell differentiation) GO:0043565(sequence-specific DNA binding) GO:0045165(cell fate commitment) GO:0045444(fat cell differentiation) GO:0045449(regulation of transcription) GO:0045598(regulation of fat cell differentiation) GO:0045892(negative regulation of transcription, DNA-dependent) GO:0045941(positive regulation of transcription) GO:0045944(positive regulation of transcription from RNA polymerase II promoter) GO:0046872(metal ion binding)
NM_010068	GO:0000792(heterochromatin) GO:0003677(DNA binding) GO:0003886(DNA (cytosine-5-)-methyltransferase activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005720(nuclear heterochromatin) GO:0006306(DNA methylation) GO:0006349(imprinting) GO:0008168(methyltransferase activity) GO:0008270(zinc ion binding) GO:0016740(transferase activity) GO:0046872(metal ion binding) EC 2 EC 2.1.1 EC 2.1.1.37
BB210424	
NM_021567	
NM_021567	
NM_133929	
NM_032540	
NM_010296	GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0003682(chromatin binding) GO:0005634(nucleus) GO:0005737(cytoplasm) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0007165(signal transduction) GO:0007283(spermatogenesis) GO:0008017(microtubule binding) GO:0008270(zinc ion binding) GO:0045941(positive regulation of transcription) GO:0046872(metal ion binding)
NM_024188	GO:0005739(mitochondrion) GO:0006104(succinyl-CoA metabolism) GO:0008260(3-oxoacid CoA-transferase activity) GO:0016740(transferase activity) EC 2 EC 2.8.3.5
NM_134471	
J04620	
BC013464	
BC009024	GO:0000139(Golgi membrane) GO:0005783(endoplasmic reticulum) GO:0005789(endoplasmic reticulum membrane) GO:0005795(Golgi stack) GO:0006810(transport) GO:0006888(ER to Golgi vesicle-mediated transport) GO:0015031(protein transport) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016192(vesicle-mediated transport)
NM_021480	GO:0003978(UDP-glucose 4-epimerase activity) EC 5.1.3.2
NM_012006	GO:0001676(long-chain fatty acid metabolism) GO:0003824(catalytic activity) GO:0004759(serine esterase activity) GO:0005737(cytoplasm) GO:0005739(mitochondrion) GO:0006629(lipid metabolism) GO:0006637(acyl-CoA metabolism) GO:0016290(palmitoyl-CoA hydrolase activity) GO:0016291(acyl-CoA thioesterase activity) GO:0016292(acyl-CoA thioesterase I activity) GO:0016787(hydrolase activity) EC 3 EC 3.1.2.2
NM_017402	
NM_031197	GO:0000299(integral to membrane of membrane fraction) GO:0005215(transporter activity) GO:0005351(sugar porter activity) GO:0005355(glucose transporter activity) GO:0005360(insulin-responsive hydrogen:glucose transporter activity) GO:0005622(intracellular) GO:0005768(endosome) GO:0005792(microsome) GO:0005886(plasma membrane) GO:0005887(integral to plasma membrane) GO:0005903(brush border) GO:0006810(transport) GO:0008643(carbohydrate transport) GO:0009897(external side of plasma membrane) GO:0012506(vesicle membrane) GO:0015758(glucose transport) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0030659(cytoplasmic vesicle membrane) GO:0042593(glucose homeostasis) GO:0048471(perinuclear region)
X98096	GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0007276(gametogenesis) GO:0008270(zinc ion binding) GO:0046872(metal ion binding)
X98096	GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0007276(gametogenesis) GO:0008270(zinc ion binding) GO:0046872(metal ion binding)
BB770932	
NM_022879	
NM_026526	
NM_026839	
NM_025953	
NM_133798	
NM_134052	GO:0000004(biological process unknown) GO:0008372(cellular component unknown) GO:0046872(metal ion binding)
